contains_bug,add_num_nodes,add_num_edges,add_avg_in_degree,add_avg_out_degree,add_max_degree,add_sum_degree,add_avg_degree,del_num_nodes,del_num_edges,del_max_degree
True,42,98,2.3333,2.3333,23,196,4,45,114,30
True,38,94,2.4737,2.4737,20,188,4,43,117,31
True,13,18,1.3846,1.3846,8,36,2,13,17,7
True,24,40,1.6667,1.6667,12,80,3,8,8,6
True,34,59,1.7353,1.7353,12,118,3,32,55,12
True,32,58,1.8125,1.8125,15,116,3,25,44,12
True,33,68,2.0606,2.0606,14,136,4,44,109,24
True,22,32,1.4545,1.4545,8,64,2,13,18,7
True,24,40,1.6667,1.6667,11,80,3,24,40,11
True,24,40,1.6667,1.6667,11,80,3,22,36,11
True,28,53,1.8929,1.8929,14,106,3,32,64,18
True,21,29,1.381,1.381,8,58,2,20,29,8
True,37,77,2.0811,2.0811,16,154,4,26,39,11
True,44,101,2.2955,2.2955,22,202,4,47,115,24
True,10,15,1.5,1.5,7,30,3,10,15,7
True,58,178,3.069,3.069,41,356,6,53,165,35
True,56,148,2.6429,2.6429,39,296,5,56,148,39
True,45,111,2.4667,2.4667,24,222,4,34,71,19
True,30,52,1.7333,1.7333,14,104,3,28,45,14
True,54,123,2.2778,2.2778,29,246,4,54,123,29
True,37,88,2.3784,2.3784,19,176,4,39,88,19
True,35,73,2.0857,2.0857,19,146,4,26,49,19
True,0,0,0.0,0.0,0,0,0,0,0,0
False,23,47,2.0435,2.0435,13,94,4,17,31,10
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,13,17,1.3077,1.3077,7,34,2,9,11,5
False,7,9,1.2857,1.2857,5,18,2,7,9,5
False,11,14,1.2727,1.2727,6,28,2,11,13,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,9,1.2857,1.2857,5,18,2,0,0,0
False,13,17,1.3077,1.3077,7,34,2,12,16,6
False,24,29,1.2083,1.2083,8,58,2,16,18,5
False,28,47,1.6786,1.6786,11,94,3,9,8,4
False,36,79,2.1944,2.1944,16,158,4,19,33,11
False,0,0,0.0,0.0,0,0,0,0,0,0
False,22,42,1.9091,1.9091,10,84,3,14,18,5
False,13,16,1.2308,1.2308,6,32,2,0,0,0
False,3,3,1.0,1.0,4,6,2,3,3,4
False,26,46,1.7692,1.7692,14,92,3,27,43,10
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,9,1.2857,1.2857,5,18,2,7,9,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,21,37,1.7619,1.7619,10,74,3,19,34,9
False,12,22,1.8333,1.8333,7,44,3,16,26,9
False,18,24,1.3333,1.3333,9,48,2,0,0,0
False,23,37,1.6087,1.6087,9,74,3,11,16,7
False,7,10,1.4286,1.4286,5,20,2,7,10,5
False,23,39,1.6957,1.6957,13,78,3,24,41,12
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,51,108,23
False,12,14,1.1667,1.1667,5,28,2,0,0,0
False,17,24,1.4118,1.4118,8,48,2,17,22,8
False,10,11,1.1,1.1,4,22,2,10,11,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,8,1.0,1.0,4,16,2,8,8,4
False,16,25,1.5625,1.5625,11,50,3,19,28,9
False,17,21,1.2353,1.2353,7,42,2,16,23,10
False,0,0,0.0,0.0,0,0,0,0,0,0
False,22,42,1.9091,1.9091,10,84,3,14,18,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,11,14,1.2727,1.2727,6,28,2,11,13,5
False,0,0,0.0,0.0,0,0,0,33,59,14
False,0,0,0.0,0.0,0,0,0,0,0,0
False,17,23,1.3529,1.3529,8,46,2,18,26,9
False,0,0,0.0,0.0,0,0,0,0,0,0
False,22,34,1.5455,1.5455,11,68,3,19,29,11
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,36,70,1.9444,1.9444,14,140,3,39,81,17
False,0,0,0.0,0.0,0,0,0,0,0,0
False,29,51,1.7586,1.7586,12,102,3,23,35,12
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,17,25,1.4706,1.4706,8,50,2,17,25,8
False,0,0,0.0,0.0,0,0,0,0,0,0
False,9,12,1.3333,1.3333,6,24,2,9,12,6
False,33,67,2.0303,2.0303,14,134,4,31,54,12
False,4,3,0.75,0.75,3,6,1,4,3,3
False,0,0,0.0,0.0,0,0,0,3,3,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,17,23,1.3529,1.3529,8,46,2,18,26,9
False,30,54,1.8,1.8,14,108,3,8,12,7
False,17,23,1.3529,1.3529,8,46,2,3,3,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,21,32,1.5238,1.5238,9,64,3,21,33,9
False,14,18,1.2857,1.2857,8,36,2,0,0,0
False,24,39,1.625,1.625,11,78,3,24,39,11
False,33,68,2.0606,2.0606,14,136,4,37,88,20
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,29,49,1.6897,1.6897,8,98,3,25,42,8
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,9,1.125,1.125,5,18,2,9,11,6
False,29,49,1.6897,1.6897,11,98,3,16,23,10
False,21,30,1.4286,1.4286,9,60,2,20,27,8
False,0,0,0.0,0.0,0,0,0,0,0,0
False,24,39,1.625,1.625,11,78,3,23,39,11
False,18,24,1.3333,1.3333,8,48,2,0,0,0
False,9,13,1.4444,1.4444,7,26,2,11,16,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,9,13,1.4444,1.4444,8,26,2,9,13,8
False,13,19,1.4615,1.4615,8,38,2,9,13,7
False,13,18,1.3846,1.3846,8,36,2,8,9,6
False,7,9,1.2857,1.2857,5,18,2,3,3,4
False,17,24,1.4118,1.4118,6,48,2,16,24,8
False,3,3,1.0,1.0,4,6,2,3,3,4
False,12,14,1.1667,1.1667,6,28,2,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,5,4,0.8,0.8,4,8,1,9,13,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,9,12,1.3333,1.3333,7,24,2,9,12,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,15,21,1.4,1.4,6,42,2,12,16,6
False,9,13,1.4444,1.4444,8,26,2,9,13,8
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,10,1.4286,1.4286,5,20,2,7,9,5
False,21,33,1.5714,1.5714,11,66,3,22,36,13
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,5,6,1.2,1.2,5,12,2,4,3,3
False,19,24,1.2632,1.2632,8,48,2,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,5,6,1.2,1.2,5,12,2,4,3,3
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,9,11,1.2222,1.2222,6,22,2,8,10,5
False,13,18,1.3846,1.3846,8,36,2,8,9,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,13,17,1.3077,1.3077,7,34,2,13,17,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,3,4,1.3333,1.3333,4,8,2,3,4,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,19,24,1.2632,1.2632,8,48,2,0,0,0
False,15,21,1.4,1.4,6,42,2,12,16,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,22,31,1.4091,1.4091,9,62,2,0,0,0
False,23,31,1.3478,1.3478,9,62,2,18,30,11
False,17,25,1.4706,1.4706,8,50,2,7,10,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,13,18,1.3846,1.3846,6,36,2,7,9,5
False,8,11,1.375,1.375,6,22,2,8,10,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,20,32,1.6,1.6,9,64,3,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,33,68,2.0606,2.0606,14,136,4,37,88,20
False,29,51,1.7586,1.7586,12,102,3,23,35,12
False,13,17,1.3077,1.3077,7,34,2,12,16,6
False,30,54,1.8,1.8,11,108,3,27,44,10
False,15,21,1.4,1.4,7,42,2,0,0,0
False,37,74,2.0,2.0,19,148,4,30,52,13
False,15,21,1.4,1.4,6,42,2,12,16,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,20,29,1.45,1.45,10,58,2,0,0,0
False,15,18,1.2,1.2,9,36,2,3,3,4
False,6,8,1.3333,1.3333,5,16,2,18,29,7
False,27,45,1.6667,1.6667,10,90,3,28,47,10
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,29,49,1.6897,1.6897,8,98,3,25,42,8
False,19,26,1.3684,1.3684,9,52,2,19,27,9
False,18,29,1.6111,1.6111,8,58,3,16,24,8
False,20,29,1.45,1.45,10,58,2,0,0,0
False,26,48,1.8462,1.8462,13,96,3,27,49,13
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,29,48,1.6552,1.6552,11,96,3,7,9,5
False,13,17,1.3077,1.3077,8,34,2,13,17,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,8,1.1429,1.1429,5,16,2,9,12,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,10,1.4286,1.4286,5,20,2,7,10,5
False,7,9,1.2857,1.2857,5,18,2,7,9,5
False,9,11,1.2222,1.2222,4,22,2,9,11,4
False,13,17,1.3077,1.3077,8,34,2,13,17,7
False,0,0,0.0,0.0,0,0,0,3,3,4
False,13,17,1.3077,1.3077,8,34,2,13,17,7
False,30,54,1.8,1.8,14,108,3,8,12,7
False,28,55,1.9643,1.9643,12,110,3,6,5,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,20,29,1.45,1.45,10,58,2,0,0,0
False,15,18,1.2,1.2,9,36,2,3,3,4
False,27,48,1.7778,1.7778,13,96,3,27,41,13
False,12,14,1.1667,1.1667,6,28,2,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,23,39,12
False,0,0,0.0,0.0,0,0,0,0,0,0
False,37,72,1.9459,1.9459,17,144,3,35,70,14
False,7,8,1.1429,1.1429,5,16,2,8,12,6
False,9,11,1.2222,1.2222,6,22,2,8,11,6
False,14,20,1.4286,1.4286,10,40,2,13,19,10
False,11,13,1.1818,1.1818,5,26,2,11,13,5
False,10,15,1.5,1.5,7,30,3,10,15,7
False,12,17,1.4167,1.4167,7,34,2,0,0,0
False,17,24,1.4118,1.4118,8,48,2,17,22,8
False,20,30,1.5,1.5,10,60,3,0,0,0
False,21,33,1.5714,1.5714,11,66,3,22,36,13
False,17,23,1.3529,1.3529,7,46,2,7,10,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,13,16,1.2308,1.2308,7,32,2,13,16,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,20,30,1.5,1.5,9,60,3,0,0,0
False,27,48,1.7778,1.7778,13,96,3,27,41,13
False,36,70,1.9444,1.9444,14,140,3,39,81,17
False,17,24,1.4118,1.4118,8,48,2,17,22,8
False,9,11,1.2222,1.2222,6,22,2,9,11,6
False,22,35,1.5909,1.5909,9,70,3,22,35,9
False,0,0,0.0,0.0,0,0,0,0,0,0
False,9,13,1.4444,1.4444,7,26,2,9,13,7
False,21,30,1.4286,1.4286,9,60,2,20,27,8
False,37,74,2.0,2.0,19,148,4,30,52,13
False,21,28,1.3333,1.3333,10,56,2,11,15,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,21,30,1.4286,1.4286,10,60,2,9,13,7
False,20,30,1.5,1.5,10,60,3,0,0,0
False,36,70,1.9444,1.9444,14,140,3,39,81,17
False,0,0,0.0,0.0,0,0,0,0,0,0
False,30,54,1.8,1.8,14,108,3,8,12,7
False,18,27,1.5,1.5,9,54,3,16,25,9
False,29,50,1.7241,1.7241,14,100,3,25,40,14
False,0,0,0.0,0.0,0,0,0,35,69,16
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,4,3,0.75,0.75,3,6,1,4,3,3
False,29,48,1.6552,1.6552,11,96,3,7,9,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,19,25,1.3158,1.3158,7,50,2,0,0,0
False,22,42,1.9091,1.9091,10,84,3,14,18,5
False,28,49,1.75,1.75,13,98,3,14,25,10
False,7,9,1.2857,1.2857,5,18,2,7,9,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,18,29,1.6111,1.6111,10,58,3,16,23,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,13,17,1.3077,1.3077,7,34,2,8,11,6
False,45,95,2.1111,2.1111,18,190,4,38,74,15
False,8,7,0.875,0.875,4,14,2,0,0,0
False,29,50,1.7241,1.7241,14,100,3,25,40,14
False,12,17,1.4167,1.4167,7,34,2,13,16,7
False,12,17,1.4167,1.4167,7,34,2,12,17,7
False,7,10,1.4286,1.4286,5,20,2,7,10,5
False,37,74,2.0,2.0,19,148,4,30,52,13
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,21,30,1.4286,1.4286,9,60,2,20,27,8
False,0,0,0.0,0.0,0,0,0,3,3,4
False,12,22,1.8333,1.8333,7,44,3,16,26,9
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,21,37,1.7619,1.7619,10,74,3,19,34,9
False,12,14,1.1667,1.1667,6,28,2,0,0,0
False,9,12,1.3333,1.3333,7,24,2,9,12,7
False,7,10,1.4286,1.4286,5,20,2,7,9,5
False,3,3,1.0,1.0,4,6,2,3,3,4
False,14,20,1.4286,1.4286,10,40,2,13,19,10
False,0,0,0.0,0.0,0,0,0,0,0,0
False,18,24,1.3333,1.3333,9,48,2,0,0,0
False,7,8,1.1429,1.1429,5,16,2,4,5,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,10,1.4286,1.4286,5,20,2,7,10,5
False,17,27,1.5882,1.5882,8,54,3,16,25,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,23,34,1.4783,1.4783,8,68,3,11,14,6
False,8,8,1.0,1.0,4,16,2,8,8,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,27,45,1.6667,1.6667,10,90,3,28,47,10
False,29,48,1.6552,1.6552,14,96,3,12,18,8
False,39,90,2.3077,2.3077,18,180,4,33,65,16
False,21,37,1.7619,1.7619,10,74,3,19,34,9
False,27,47,1.7407,1.7407,11,94,3,28,49,10
False,24,39,1.625,1.625,12,78,3,9,11,6
False,0,0,0.0,0.0,0,0,0,35,69,16
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,10,1.4286,1.4286,5,20,2,8,11,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,28,55,1.9643,1.9643,12,110,3,6,5,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,14,18,1.2857,1.2857,8,36,2,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,36,79,2.1944,2.1944,16,158,4,19,33,11
False,20,32,1.6,1.6,11,64,3,8,11,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,10,15,1.5,1.5,7,30,3,10,15,7
False,20,30,1.5,1.5,9,60,3,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,22,38,1.7273,1.7273,10,76,3,16,24,9
False,19,28,1.4737,1.4737,7,56,2,18,26,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,8,1.0,1.0,4,16,2,5,3,3
False,0,0,0.0,0.0,0,0,0,0,0,0
False,23,39,1.6957,1.6957,13,78,3,24,41,12
False,12,22,1.8333,1.8333,7,44,3,16,26,9
False,0,0,0.0,0.0,0,0,0,0,0,0
False,11,14,1.2727,1.2727,7,28,2,11,14,7
False,0,0,0.0,0.0,0,0,0,22,35,8
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,11,14,1.2727,1.2727,7,28,2,11,14,7
False,8,11,1.375,1.375,6,22,2,8,11,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,9,1.2857,1.2857,5,18,2,7,9,5
False,8,7,0.875,0.875,4,14,2,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,14,26,1.8571,1.8571,12,52,3,8,15,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,14,18,1.2857,1.2857,8,36,2,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,17,25,1.4706,1.4706,8,50,2,7,10,5
False,30,54,1.8,1.8,11,108,3,27,44,10
False,23,31,1.3478,1.3478,9,62,2,18,30,11
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,10,1.4286,1.4286,5,20,2,3,4,4
False,15,20,1.3333,1.3333,8,40,2,7,9,5
False,8,10,1.25,1.25,5,20,2,8,9,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,26,40,1.5385,1.5385,9,80,3,7,10,5
False,8,11,1.375,1.375,7,22,2,8,10,6
False,23,37,1.6087,1.6087,9,74,3,11,16,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,20,28,1.4,1.4,9,56,2,9,12,6
False,17,24,1.4118,1.4118,8,48,2,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,3,1,0.3333,0.3333,1,2,1,3,1,1
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,23,47,2.0435,2.0435,13,94,4,17,31,10
False,0,0,0.0,0.0,0,0,0,20,30,8
False,3,4,1.3333,1.3333,4,8,2,3,4,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,26,41,1.5769,1.5769,9,82,3,19,28,8
False,21,32,1.5238,1.5238,9,64,3,21,33,9
False,18,29,1.6111,1.6111,10,58,3,16,23,7
False,8,11,1.375,1.375,6,22,2,8,10,5
False,36,70,1.9444,1.9444,14,140,3,39,81,17
False,6,6,1.0,1.0,4,12,2,6,6,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,2,1,0.5,0.5,1,2,1,7,9,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,11,1.375,1.375,6,22,2,8,10,5
False,28,52,1.8571,1.8571,10,104,3,27,48,10
False,0,0,0.0,0.0,0,0,0,0,0,0
False,20,30,1.5,1.5,9,60,3,19,29,9
False,46,107,2.3261,2.3261,20,214,4,46,110,23
False,0,0,0.0,0.0,0,0,0,0,0,0
False,18,27,1.5,1.5,7,54,3,10,15,7
False,13,19,1.4615,1.4615,6,38,2,13,19,6
False,19,33,1.7368,1.7368,9,66,3,20,37,11
False,0,0,0.0,0.0,0,0,0,0,0,0
False,13,17,1.3077,1.3077,7,34,2,13,17,7
False,18,24,1.3333,1.3333,10,48,2,18,24,10
False,0,0,0.0,0.0,0,0,0,23,39,12
False,18,32,1.7778,1.7778,9,64,3,5,5,5
False,8,10,1.25,1.25,5,20,2,9,12,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,11,1.375,1.375,6,22,2,8,10,5
False,7,6,0.8571,0.8571,4,12,1,7,13,6
False,28,55,1.9643,1.9643,12,110,3,6,5,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,35,69,16
False,20,32,1.6,1.6,10,64,3,23,35,10
False,0,0,0.0,0.0,0,0,0,0,0,0
False,6,6,1.0,1.0,4,12,2,6,6,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,10,12,1.2,1.2,6,24,2,3,3,4
False,9,13,1.4444,1.4444,7,26,2,9,13,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,29,50,1.7241,1.7241,14,100,3,25,40,14
False,18,25,1.3889,1.3889,8,50,2,11,15,7
False,22,33,1.5,1.5,12,66,3,13,18,8
False,11,15,1.3636,1.3636,7,30,2,11,15,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,8,1.1429,1.1429,5,16,2,9,12,6
False,3,3,1.0,1.0,4,6,2,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,13,18,1.3846,1.3846,8,36,2,13,18,8
False,3,2,0.6667,0.6667,2,4,1,3,2,2
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,51,108,23
False,9,13,1.4444,1.4444,7,26,2,11,16,7
