contains_bug,add_num_nodes,add_num_edges,add_avg_in_degree,add_avg_out_degree,add_max_degree,add_sum_degree,add_avg_degree,add_median_degree,del_num_nodes,del_max_degree
True,4,5,1.25,1.25,4,10,2,2,4,4
True,28,48,1.7143,1.7143,11,96,3,2,23,10
True,19,26,1.3684,1.3684,12,52,2,2,24,15
True,28,49,1.75,1.75,10,98,3,3,32,13
True,34,70,2.0588,2.0588,17,140,4,3,34,17
True,31,58,1.871,1.871,15,116,3,3,20,10
True,18,28,1.5556,1.5556,10,56,3,2,14,10
True,26,44,1.6923,1.6923,11,88,3,2,26,11
True,16,22,1.375,1.375,9,44,2,2,32,14
True,8,11,1.375,1.375,6,22,2,2,18,10
True,32,59,1.8438,1.8438,16,118,3,3,31,15
True,22,38,1.7273,1.7273,16,76,3,3,26,15
True,8,9,1.125,1.125,6,18,2,2,6,5
True,12,16,1.3333,1.3333,6,32,2,2,7,6
True,22,35,1.5909,1.5909,14,70,3,2,21,13
True,6,7,1.1667,1.1667,5,14,2,1,6,5
True,0,0,0.0,0.0,0,0,0,0,0,0
False,6,7,1.1667,1.1667,5,14,2,2,0,0
False,21,30,1.4286,1.4286,9,60,2,2,8,6
False,27,44,1.6296,1.6296,11,88,3,2,23,9
False,19,31,1.6316,1.6316,7,62,3,3,21,10
False,0,0,0.0,0.0,0,0,0,0,0,0
False,12,15,1.25,1.25,6,30,2,2,0,0
False,30,60,2.0,2.0,15,120,4,3,29,14
False,3,4,1.3333,1.3333,4,8,2,2,10,8
False,20,30,1.5,1.5,8,60,3,2,18,8
False,10,14,1.4,1.4,9,28,2,2,10,9
False,0,0,0.0,0.0,0,0,0,0,0,0
False,14,18,1.2857,1.2857,7,36,2,2,13,7
False,8,9,1.125,1.125,4,18,2,2,8,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,23,34,1.4783,1.4783,10,68,2,2,12,7
False,27,46,1.7037,1.7037,9,92,3,3,8,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,10,1.25,1.25,5,20,2,2,0,0
False,7,10,1.4286,1.4286,5,20,2,2,7,5
False,6,6,1.0,1.0,4,12,2,1,8,5
False,21,33,1.5714,1.5714,8,66,3,2,16,8
False,8,11,1.375,1.375,6,22,2,2,7,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,23,40,1.7391,1.7391,12,80,3,2,7,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,9,1.125,1.125,6,18,2,2,8,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,16,22,1.375,1.375,10,44,2,2,8,6
False,9,14,1.5556,1.5556,7,28,3,2,8,6
False,10,14,1.4,1.4,8,28,2,2,8,6
False,0,0,0.0,0.0,0,0,0,0,28,12
False,0,0,0.0,0.0,0,0,0,0,0,0
False,16,21,1.3125,1.3125,8,42,2,2,15,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,37,73,1.973,1.973,16,146,3,3,27,9
False,12,15,1.25,1.25,6,30,2,2,0,0
False,8,10,1.25,1.25,5,20,2,2,0,0
False,6,9,1.5,1.5,5,18,3,2,6,5
False,19,33,1.7368,1.7368,9,66,3,2,14,9
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,10,14,1.4,1.4,6,28,2,2,10,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,25,37,1.48,1.48,8,74,3,3,13,8
False,11,14,1.2727,1.2727,5,28,2,2,9,4
False,15,21,1.4,1.4,9,42,2,2,8,4
False,17,22,1.2941,1.2941,5,44,2,2,6,4
False,10,12,1.2,1.2,5,24,2,2,10,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,19,33,1.7368,1.7368,9,66,3,2,14,9
False,11,16,1.4545,1.4545,8,32,2,2,10,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,14,17,1.2143,1.2143,7,34,2,2,6,4
False,26,44,1.6923,1.6923,10,88,3,3,26,10
False,18,24,1.3333,1.3333,9,48,2,2,18,9
False,28,45,1.6071,1.6071,10,90,3,2,19,8
False,29,57,1.9655,1.9655,12,114,3,3,28,15
False,0,0,0.0,0.0,0,0,0,0,0,0
False,20,30,1.5,1.5,10,60,3,2,8,6
False,27,44,1.6296,1.6296,11,88,3,2,23,9
False,22,36,1.6364,1.6364,9,72,3,2,19,8
False,7,10,1.4286,1.4286,4,20,2,3,7,4
False,20,31,1.55,1.55,9,62,3,2,16,8
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,28,52,1.8571,1.8571,19,104,3,3,29,20
False,13,18,1.3846,1.3846,7,36,2,2,12,7
False,7,7,1.0,1.0,4,14,2,2,19,11
False,23,36,1.5652,1.5652,12,72,3,2,9,7
False,21,32,1.5238,1.5238,9,64,3,2,26,13
False,0,0,0.0,0.0,0,0,0,0,0,0
False,11,16,1.4545,1.4545,9,32,2,2,6,5
False,9,11,1.2222,1.2222,6,22,2,2,0,0
False,8,11,1.375,1.375,6,22,2,2,8,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,23,34,1.4783,1.4783,10,68,2,2,12,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,23,35,1.5217,1.5217,9,70,3,2,9,4
False,0,0,0.0,0.0,0,0,0,0,7,4
False,20,32,1.6,1.6,9,64,3,3,20,9
False,19,28,1.4737,1.4737,10,56,2,2,21,12
False,0,0,0.0,0.0,0,0,0,0,0,0
False,6,7,1.1667,1.1667,5,14,2,2,6,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,39,15
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,7,1.0,1.0,4,14,2,2,7,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,26,45,1.7308,1.7308,15,90,3,2,24,12
False,0,0,0.0,0.0,0,0,0,0,0,0
False,10,13,1.3,1.3,7,26,2,2,10,7
False,3,3,1.0,1.0,4,6,2,1,0,0
False,0,0,0.0,0.0,0,0,0,0,9,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,19,26,1.3684,1.3684,9,52,2,2,16,8
False,20,25,1.25,1.25,7,50,2,2,9,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,10,1.4286,1.4286,4,20,2,3,7,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,22,33,1.5,1.5,12,66,3,2,0,0
False,3,3,1.0,1.0,4,6,2,1,0,0
False,24,38,1.5833,1.5833,9,76,3,2,21,8
False,7,7,1.0,1.0,4,14,2,2,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,9,11,1.2222,1.2222,6,22,2,2,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,12,17,1.4167,1.4167,7,34,2,2,12,7
False,8,8,1.0,1.0,4,16,2,2,8,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,6,8,1.3333,1.3333,5,16,2,2,9,5
False,37,73,1.973,1.973,16,146,3,3,27,9
False,0,0,0.0,0.0,0,0,0,0,9,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,10,10,1.0,1.0,5,20,2,2,0,0
False,8,11,1.375,1.375,6,22,2,2,8,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,10,12,1.2,1.2,5,24,2,2,10,5
False,20,31,1.55,1.55,11,62,3,2,25,10
False,0,0,0.0,0.0,0,0,0,0,0,0
False,9,8,0.8889,0.8889,4,16,1,1,9,4
False,10,12,1.2,1.2,5,24,2,2,10,5
False,12,13,1.0833,1.0833,6,26,2,2,11,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,7,1.0,1.0,4,14,2,2,7,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,28,45,1.6071,1.6071,10,90,3,2,19,8
False,10,14,1.4,1.4,6,28,2,2,10,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,25,40,1.6,1.6,9,80,3,2,24,9
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,9,14,1.5556,1.5556,7,28,3,2,8,6
False,8,10,1.25,1.25,5,20,2,2,9,5
False,20,29,1.45,1.45,10,58,2,2,19,10
False,13,17,1.3077,1.3077,7,34,2,2,0,0
False,23,35,1.5217,1.5217,13,70,3,2,23,13
False,0,0,0.0,0.0,0,0,0,0,52,26
False,18,26,1.4444,1.4444,9,52,2,2,18,9
False,0,0,0.0,0.0,0,0,0,0,8,6
False,13,18,1.3846,1.3846,10,36,2,2,9,6
False,22,36,1.6364,1.6364,9,72,3,2,19,8
False,0,0,0.0,0.0,0,0,0,0,0,0
False,6,7,1.1667,1.1667,4,14,2,2,6,4
False,8,10,1.25,1.25,5,20,2,2,9,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,7,1.0,1.0,4,14,2,2,7,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,12,1.5,1.5,7,24,3,2,8,7
False,28,49,1.75,1.75,11,98,3,3,14,10
False,0,0,0.0,0.0,0,0,0,0,0,0
False,10,13,1.3,1.3,6,26,2,2,10,6
False,21,33,1.5714,1.5714,10,66,3,2,15,8
False,8,10,1.25,1.25,5,20,2,2,0,0
False,12,16,1.3333,1.3333,6,32,2,2,12,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,9,1.125,1.125,5,18,2,2,8,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,11,16,1.4545,1.4545,8,32,2,2,10,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,10,1.25,1.25,5,20,2,2,9,5
False,20,29,1.45,1.45,10,58,2,2,19,10
False,8,11,1.375,1.375,6,22,2,2,8,5
False,18,25,1.3889,1.3889,7,50,2,2,12,4
False,28,52,1.8571,1.8571,19,104,3,3,29,20
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,9,1.125,1.125,4,18,2,2,8,4
False,0,0,0.0,0.0,0,0,0,0,10,9
False,9,9,1.0,1.0,4,18,2,2,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,14,20,1.4286,1.4286,11,40,2,2,13,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,22,35,1.5909,1.5909,10,70,3,2,22,10
False,6,9,1.5,1.5,5,18,3,2,6,5
False,9,10,1.1111,1.1111,5,20,2,2,8,4
False,11,15,1.3636,1.3636,7,30,2,2,4,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,26,45,1.7308,1.7308,15,90,3,2,24,12
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,11,16,1.4545,1.4545,7,32,2,2,11,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,11,1.375,1.375,6,22,2,2,8,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,25,48,1.92,1.92,16,96,3,3,25,16
False,0,0,0.0,0.0,0,0,0,0,13,7
False,18,24,1.3333,1.3333,8,48,2,2,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,23,36,1.5652,1.5652,9,72,3,2,18,7
False,12,17,1.4167,1.4167,7,34,2,2,19,8
False,24,47,1.9583,1.9583,11,94,3,3,23,9
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,11,16,1.4545,1.4545,8,32,2,2,10,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,13,18,1.3846,1.3846,7,36,2,2,7,5
False,19,30,1.5789,1.5789,8,60,3,3,11,7
False,28,49,1.75,1.75,10,98,3,2,23,9
False,20,31,1.55,1.55,11,62,3,2,25,10
False,25,42,1.68,1.68,10,84,3,3,14,8
False,7,7,1.0,1.0,4,14,2,2,7,4
False,19,26,1.3684,1.3684,9,52,2,2,16,8
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,27,48,1.7778,1.7778,14,96,3,3,25,13
False,18,26,1.4444,1.4444,9,52,2,2,18,9
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,9,1.125,1.125,5,18,2,2,8,5
False,15,18,1.2,1.2,7,36,2,2,12,6
False,18,27,1.5,1.5,9,54,3,2,18,9
False,0,0,0.0,0.0,0,0,0,0,0,0
False,13,18,1.3846,1.3846,7,36,2,2,7,5
False,10,12,1.2,1.2,4,24,2,2,10,4
False,0,0,0.0,0.0,0,0,0,0,3,4
False,21,33,1.5714,1.5714,10,66,3,2,15,8
False,0,0,0.0,0.0,0,0,0,0,0,0
False,19,26,1.3684,1.3684,9,52,2,2,16,8
False,11,14,1.2727,1.2727,5,28,2,2,9,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,21,33,1.5714,1.5714,8,66,3,2,16,8
False,14,18,1.2857,1.2857,6,36,2,2,13,5
False,24,38,1.5833,1.5833,9,76,3,2,21,8
False,6,6,1.0,1.0,4,12,2,1,8,5
False,14,18,1.2857,1.2857,8,36,2,2,14,8
False,19,28,1.4737,1.4737,10,56,2,2,21,12
False,0,0,0.0,0.0,0,0,0,0,0,0
False,19,29,1.5263,1.5263,9,58,3,2,12,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,11,1.375,1.375,6,22,2,2,7,5
False,0,0,0.0,0.0,0,0,0,0,3,2
False,5,5,1.0,1.0,3,10,2,2,5,3
False,23,40,1.7391,1.7391,12,80,3,2,7,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,32,14
False,10,14,1.4,1.4,8,28,2,2,8,6
False,18,26,1.4444,1.4444,9,52,2,2,8,6
False,23,35,1.5217,1.5217,13,70,3,2,23,13
False,12,16,1.3333,1.3333,6,32,2,2,12,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,6,6,1.0,1.0,4,12,2,1,8,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,13,18,1.3846,1.3846,7,36,2,2,13,7
False,0,0,0.0,0.0,0,0,0,0,0,0
False,19,30,1.5789,1.5789,8,60,3,3,11,7
False,11,13,1.1818,1.1818,5,26,2,2,8,4
False,20,25,1.25,1.25,7,50,2,2,9,5
False,7,10,1.4286,1.4286,5,20,2,2,7,5
False,7,10,1.4286,1.4286,5,20,2,2,7,5
False,23,42,1.8261,1.8261,13,84,3,3,19,11
False,10,13,1.3,1.3,6,26,2,2,6,5
False,0,0,0.0,0.0,0,0,0,0,35,14
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,5,0.7143,0.7143,3,10,1,1,0,0
False,26,44,1.6923,1.6923,10,88,3,3,26,10
False,26,47,1.8077,1.8077,12,94,3,2,15,8
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,19,26,1.3684,1.3684,9,52,2,2,16,8
False,28,49,1.75,1.75,10,98,3,2,23,9
False,6,9,1.5,1.5,5,18,3,2,6,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,12,1.5,1.5,7,24,3,2,8,7
False,6,7,1.1667,1.1667,5,14,2,2,6,5
False,26,42,1.6154,1.6154,13,84,3,2,21,12
False,0,0,0.0,0.0,0,0,0,0,0,0
False,19,26,1.3684,1.3684,9,52,2,2,16,8
False,0,0,0.0,0.0,0,0,0,0,0,0
False,14,18,1.2857,1.2857,7,36,2,2,21,10
False,0,0,0.0,0.0,0,0,0,0,0,0
False,21,33,1.5714,1.5714,8,66,3,2,16,8
False,8,11,1.375,1.375,6,22,2,2,8,6
False,0,0,0.0,0.0,0,0,0,0,3,4
False,29,51,1.7586,1.7586,15,102,3,2,26,16
False,21,35,1.6667,1.6667,10,70,3,3,16,10
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,3,4
False,0,0,0.0,0.0,0,0,0,0,3,4
False,0,0,0.0,0.0,0,0,0,0,0,0
False,13,18,1.3846,1.3846,8,36,2,2,13,8
False,13,17,1.3077,1.3077,7,34,2,2,7,5
False,0,0,0.0,0.0,0,0,0,0,39,15
False,8,10,1.25,1.25,5,20,2,2,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,7,1.0,1.0,4,14,2,2,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,4,3,0.75,0.75,3,6,1,1,0,0
False,8,9,1.125,1.125,4,18,2,2,0,0
False,26,44,1.6923,1.6923,10,88,3,3,26,10
False,4,3,0.75,0.75,3,6,1,1,0,0
False,14,18,1.2857,1.2857,7,36,2,2,0,0
False,10,12,1.2,1.2,5,24,2,2,10,5
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,7,7,1.0,1.0,4,14,2,2,7,4
False,23,42,1.8261,1.8261,13,84,3,3,19,11
False,0,0,0.0,0.0,0,0,0,0,0,0
False,5,4,0.8,0.8,4,8,1,1,5,4
False,18,25,1.3889,1.3889,9,50,2,2,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,14,19,1.3571,1.3571,8,38,2,2,14,8
False,0,0,0.0,0.0,0,0,0,0,0,0
False,8,8,1.0,1.0,4,16,2,2,8,4
False,9,14,1.5556,1.5556,7,28,3,2,8,6
False,19,24,1.2632,1.2632,8,48,2,2,9,6
False,0,0,0.0,0.0,0,0,0,0,7,6
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,3,4
False,12,16,1.3333,1.3333,6,32,2,2,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,28,52,1.8571,1.8571,19,104,3,3,29,20
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,0,0
False,6,7,1.1667,1.1667,5,14,2,2,0,0
False,22,41,1.8636,1.8636,12,82,3,3,20,11
False,0,0,0.0,0.0,0,0,0,0,50,25
False,0,0,0.0,0.0,0,0,0,0,0,0
False,0,0,0.0,0.0,0,0,0,0,21,10
False,12,17,1.4167,1.4167,9,34,2,2,12,9
False,0,0,0.0,0.0,0,0,0,0,0,0
