commit_hash,contains_bug,argument expr name,argument expr name name,argument_list argument expr name name,argument_list if,argument_list if_stmt,argument_list if_stmt if,argument_list if_stmt if condition,argument_list if_stmt if condition expr,block block,block block_content,block block_content comment,block block_content comment type,block block_content expr,block block_content expr_stmt,block block_content expr_stmt expr,block block_content expr_stmt expr name,block_content comment,block_content comment type,condition expr name operator name,else block,else block block_content,expr name,expr name name,expr name name operator,expr name name operator name,expr name operator name,expr operator name name literal,expr operator name name operator,expr_stmt expr name name operator,function,incr,incr expr
52d2d3fd6f8be7f4285f7c4a8a6898bcde63b876,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,2,0,1,0,0,1,0,0,0
2c34cb858ec0f02c63615417a2fe044971250af0,0,9,5,1,0,0,0,0,0,3,3,0,0,1,1,1,0,0,0,0,0,0,19,7,5,4,1,0,0,0,3,0,0
b895ebde4340ed8ae903c7ae51750da3d9837394,1,586,63,29,0,0,0,0,0,243,243,15,15,119,119,119,48,15,15,71,18,18,1029,140,62,58,209,1,2,16,107,34,29
64dfbfdfb21972444aa05c9da29d19d0351fe6f1,1,6,5,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,11,8,3,2,0,0,0,0,0,0,0
c1ec7aa8df668cb02af45d1363d8133e65536b37,1,32,12,4,0,0,0,0,0,6,6,1,1,2,2,2,1,1,1,5,0,0,48,16,2,1,11,0,0,0,1,0,0
376b331651bf3f5ab314eb3b3f66de836f8d1a9b,0,12,4,3,0,0,0,0,0,7,7,2,2,2,2,2,1,2,2,1,1,1,35,16,10,7,4,0,0,1,0,0,0
145772accbd21cf64216ce62ce713308b4381d76,0,25,7,4,1,1,1,1,1,11,11,3,3,7,7,7,5,3,3,0,1,1,52,20,12,5,5,0,0,3,4,0,0
d6b40cc39a2f431790be1c26086873567cf68d9b,0,8,2,2,0,0,0,0,0,12,12,0,0,7,7,7,1,0,0,0,1,1,24,8,3,2,1,0,0,0,0,0,0
c672b5630502793455a339d23f046d20ca354714,0,16,1,1,0,0,0,0,0,10,10,0,0,6,6,6,3,0,0,0,0,0,32,3,2,1,2,0,0,0,2,0,0
1d603a9f87e95e380aca776f3488b07ffa9bfeff,0,7,1,0,0,0,0,0,0,4,4,0,0,2,1,1,0,0,0,0,0,0,17,7,5,3,0,0,0,0,2,0,0
3865e131cb380b28bfe0e5ab796f551f6dddf03a,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0
86d4a61797cd8df5dc810ea3ebb9124b5f0e52a4,0,3,0,0,0,0,0,0,0,3,3,0,0,2,2,2,1,0,0,1,0,0,16,8,7,2,2,0,0,0,0,1,1
017a3bf628189bfd559dfb187f8b42ddabdb2c7e,1,825,181,124,48,48,48,48,48,663,663,61,61,245,245,245,165,61,61,69,69,69,1843,409,284,270,271,1,11,78,241,22,22
cf06226cb8e18640fe94bf04661aef4947a77757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
0ce6e9a6949fd2ffee8ac56309557433e64f5268,1,261,62,45,7,7,6,6,6,75,75,5,5,34,34,34,8,5,5,1,6,5,348,80,63,58,17,1,0,6,20,1,1
cd49552b579a52ec2ce1969c0788a40e8208c824,1,5,1,1,0,0,0,0,0,6,6,0,0,3,3,3,2,0,0,0,0,0,22,11,9,1,3,0,0,0,0,0,0
be0bb552ee26c07c27a71d2da52f36ed16185076,1,4,3,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,9,6,4,3,0,0,0,0,0,0,0
5e87b67337f529546e28ddca9ab384244da96c15,1,9,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,19,8,7,1,1,0,0,0,0,0,0
f61d23263064ebb7217bce51116106e580624feb,1,112,11,9,0,0,0,0,0,58,58,7,7,21,21,21,13,7,7,8,4,3,273,40,16,9,33,1,1,3,17,8,8
a7f879db7682841539468f9af71f8b28423d9321,0,10,4,3,4,4,4,4,4,11,11,1,1,3,3,3,0,1,1,0,0,0,14,7,5,3,0,0,1,0,0,0,0
6b33a8c5936c44b14517503d9c61d1b4648fc131,0,101,4,2,1,1,1,1,1,27,27,3,3,8,8,8,4,3,3,7,1,1,134,9,7,5,10,0,0,0,14,5,5
a9670cc6e7951e02d5a8aa0a66afd8612bed9c42,1,53,22,13,4,4,4,4,4,32,32,1,1,19,19,19,9,1,1,4,4,4,122,48,20,12,8,0,0,2,0,0,0
e4ed871c5e6f2b5882ef8a8327f7256508f1e568,0,8,4,2,0,0,0,0,0,4,4,0,0,1,1,1,1,0,0,4,1,0,46,17,3,1,7,0,0,0,0,2,2
225459815caf4b8a2a8fcf81d96a56c090219950,0,0,0,0,0,0,0,0,0,3,3,1,1,2,2,2,1,1,1,1,1,1,16,5,4,3,3,1,0,0,0,0,0
85642f59ddf00c469b502f46fbc39944e076190e,1,665,185,133,4,4,4,4,4,302,302,25,25,118,118,117,42,25,25,33,11,11,1138,313,102,81,159,1,2,29,179,21,21
30de6c512ae51391159b28e0250a9482f12690c7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0
c96f750558a05220afc008e2e1cfb3537627dadb,1,229,76,26,5,5,5,5,5,73,73,15,15,6,6,6,5,15,15,11,5,5,414,141,70,62,33,1,3,7,27,6,6
11ae32183f088bc24f4f1cc797ab5ca29c70c8c5,1,11,1,1,0,0,0,0,0,10,10,2,2,2,2,2,2,2,2,0,2,2,32,6,5,2,1,0,0,1,0,0,0
c8261a41d30e3966159e3bb9d4d23df0f8e3cf63,1,19,2,2,0,0,0,0,0,11,11,0,0,4,4,4,3,0,0,2,0,0,53,13,7,3,3,0,0,1,0,0,0
27d68500eeeb7215a00c09c213b3d0b62512f430,1,11,0,0,1,1,1,1,1,6,6,1,1,2,2,2,0,1,1,1,1,1,24,5,4,1,1,0,0,2,0,1,1
0bfaf5cdfcbfb5784f39f38d0c9f40658ddd36f5,1,61,18,12,3,3,3,3,3,18,18,3,3,6,6,6,6,3,3,0,0,0,105,25,13,6,5,0,0,0,0,0,0
7e4603a9888847fbd01035a93173ee504fc91268,0,30,5,3,0,0,0,0,0,15,15,1,1,4,4,4,0,1,1,2,0,0,53,12,7,5,4,0,0,0,5,4,4
34a47e66ca217f70cc76c56ab5ecd692343a62af,0,5,2,1,0,0,0,0,0,2,2,0,0,1,1,1,1,0,0,1,0,0,25,8,4,1,3,0,0,2,1,1,1
3eb66fb19ca2aa3d9dce53661f3233b6c9d3f974,1,2539,536,301,22,18,18,18,18,770,770,51,51,282,282,279,99,51,51,32,35,32,3865,855,443,255,304,1,4,30,182,32,32
47e96510cc2cd84c231986c16a9ede61e96b3017,1,2,2,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,9,4,3,1,0,0,0,0,0,0,0
fdeb3232439060d4f06a43c5b3239db540eed9a9,1,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,0,0,0
2b359d8354e86f617efc273b93a39df6538cad31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,0,1,0,0,0,0,0,0
9d4bd1f35096ba8953f899abb890121c063dcc3f,1,30,10,8,2,2,2,2,2,19,19,3,3,9,9,9,6,3,3,0,5,5,55,16,12,10,3,0,0,1,4,0,0
cd8fc589b9812ac1f9ee8163e7145b53600c0b38,1,110,31,15,2,2,2,2,2,27,27,2,2,11,11,11,3,2,2,3,3,3,207,81,57,26,5,0,2,0,3,3,3
ff886ebb70ccf627100936977f1cb78bea26ca2f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0
936aa1dcfc914043e90c4a0ef157374f7e3616cb,0,117,27,11,3,3,3,3,3,26,26,3,3,11,11,11,2,3,3,1,2,2,166,36,25,24,4,0,0,0,8,1,1
3cf40619ca031d8beee5cf65dbcabbff910785cb,0,27,8,4,1,1,1,1,1,6,6,2,2,3,3,3,3,2,2,0,0,0,38,9,9,8,1,0,0,0,0,0,0
29b23f9166226715b9c8d6865e9d3a426d0da2e2,1,11,0,0,1,1,1,1,1,4,4,0,0,3,3,3,0,0,0,0,0,0,16,1,1,0,3,1,0,0,3,0,0
b221a5349610150ffbbea6d6c2493c7f32ef8834,1,641,232,129,17,17,16,16,16,292,292,7,7,110,110,110,47,7,7,25,15,15,1101,355,283,256,65,0,1,9,93,12,12
45196378d3fbd18f610070316b8af2665bad4892,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
8571b92efd55e61e923d8a671c1d4b68f2e0d2d7,1,37,19,17,0,0,0,0,0,27,27,0,0,6,6,6,4,0,0,0,0,0,79,32,24,22,8,0,1,4,9,0,0
ff83497b27c56dd86a94f64e081c2694772bd571,1,591,89,53,12,12,11,11,11,207,207,1,1,92,92,92,19,1,1,7,12,12,937,176,124,86,19,0,1,22,46,8,7
bf00c1a0a75df877b163bcabf52d52e145b6dc92,0,35,13,8,2,2,2,2,2,11,11,1,1,5,5,5,0,1,1,5,0,0,58,15,13,12,6,0,0,0,2,0,0
7cde848e37bd7a7a38197d86ad520a14a59a364b,1,12,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,1,20,6,6,1,3,0,0,0,0,0,0
60f161fd9b1792dbb7322f19c6879cefd95b75cb,0,16,7,6,1,1,1,1,1,6,6,1,1,3,3,3,1,1,1,1,0,0,30,13,10,9,2,0,0,4,1,0,0
57b47fed018c1e77cabd3d31a0fc7965a3badf16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
9b255d6cc4f105e97a559b8d402d802349fcd694,1,9,2,1,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,21,6,4,0,1,0,0,0,0,0,0
029b34be9e2160ee4f0688bc756e7eb3c4569181,1,5,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,0,0,0,0,0,0,0,0
4c83c2200c9b2097cad09e5dd0f97033254620df,0,34,4,4,4,4,3,3,3,22,22,0,0,14,14,14,1,0,0,0,2,2,55,12,11,10,2,0,1,0,4,0,0
9ba13dea312afdad1fb7d288976062bc23583d69,1,28,7,5,0,0,0,0,0,19,19,0,0,10,10,10,5,0,0,0,2,2,54,14,10,9,2,0,0,1,8,0,0
4e73212034321bdcd7d0f710b36219911195c230,0,6,1,1,0,0,0,0,0,7,7,0,0,2,2,2,0,0,0,0,0,0,18,3,3,2,1,0,0,0,2,0,0
c97a92dcc3704ba0687de454e8a7f4567bad361b,0,12,2,2,0,0,0,0,0,3,3,0,0,1,1,1,1,0,0,0,0,0,21,9,4,0,1,0,0,0,2,0,0
0442747f05d870684689be971d58d39b9c4dd526,1,73,13,5,3,3,3,3,3,22,22,2,2,6,6,6,6,2,2,1,4,4,131,36,28,19,10,0,0,0,0,0,0
602a1f50e724a19311c169e16f1807d950399e8c,0,72,14,3,0,0,0,0,0,5,5,3,3,1,1,1,0,3,3,0,0,0,89,16,10,9,6,0,0,0,5,0,0
7053a99f4939cb2780cdca68d5333cfdb09267ad,1,26,1,0,1,1,1,1,1,9,9,0,0,4,4,4,0,0,0,0,0,0,45,13,10,5,1,0,0,0,2,0,0
b5823b50db14d93b546fa898e33ad3dfea58df17,0,16,0,0,1,1,1,1,1,13,13,0,0,5,5,5,2,0,0,3,1,1,29,3,2,0,5,0,0,0,3,0,0
093a8ce57c06f1bf2f71ddde52dcc7b40cbd6197,1,284,54,29,11,11,11,11,11,97,97,13,13,50,50,50,10,13,13,7,2,2,465,86,62,37,54,0,1,0,6,17,17
ce172acb8fec6c3bbb18837a4d640da6c5aad649,1,670,129,107,15,15,15,15,15,401,401,15,15,206,206,202,52,15,15,20,20,20,1080,203,172,144,108,0,2,20,143,19,19
d0156b1126f094e4e469172d55842ed77cb82943,1,16,1,1,0,0,0,0,0,3,3,0,0,3,3,3,0,0,0,0,0,0,35,3,1,0,1,0,0,0,1,0,0
c1a70f31a605ac254c4c5d556444659aaa3201e5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,1,0,0,0,0,0,0
89c65af2a6e5f1c8216c1202f65e8d670ef14385,0,7,3,2,0,0,0,0,0,2,2,2,2,0,0,0,0,2,2,0,0,0,10,5,2,0,0,0,0,0,0,0,0
9ab76a1e41d7019fd07b16a79a587653cf6d76a4,1,3,0,0,0,0,0,0,0,4,4,1,1,1,1,1,0,1,1,0,0,0,10,3,3,2,0,0,0,0,4,0,0
51b131950de0357fc64e0e951b887eb30a704cd1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,0,0,0,0,0,0,0,0
18256fc2873f198e8e577c6eb0f337df1d1cda24,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,5,3,1,0,0,0,0,0,0,0
ed2621de8402154440e3e1e1979eb620bd23b926,1,71,15,8,1,1,1,1,1,51,51,8,8,14,14,14,0,8,8,1,2,1,111,23,5,0,3,0,0,0,3,1,1
7e86ba8c7327f99ca8708494b6d402af4cd0b4ec,1,15,6,2,0,0,0,0,0,2,2,0,0,2,2,2,1,0,0,0,0,0,23,11,2,0,1,0,0,0,0,1,1
067fb25e4359ed8d5673e385976da7debc0e5b77,1,310,61,19,3,3,3,3,3,56,56,2,2,22,22,22,5,2,2,10,3,3,400,83,51,42,21,0,1,0,13,12,12
79d1b8c22768b6c902a4e880698733277796820c,1,1,0,0,0,0,0,0,0,2,2,1,1,1,1,1,0,1,1,0,0,0,4,2,1,0,0,1,0,0,2,0,0
844ca4a348e282b5f857aa7ce4de6f9781766ef9,1,96,10,10,0,0,0,0,0,85,85,5,5,72,72,72,1,5,5,2,0,0,131,25,12,10,6,0,0,0,65,4,4
07be2c42ba24fea7c4e84836aa4c3f8d059f71d6,1,624,154,85,9,9,7,7,7,251,251,15,15,104,104,104,44,15,15,10,13,13,906,243,179,164,44,1,8,29,81,10,10
36183cad87dfc3fc8f0a1e0b0c210e8bd14a4ce0,1,5,0,0,0,0,0,0,0,2,2,0,0,1,1,1,0,0,0,1,0,0,13,4,4,0,1,0,0,0,0,1,1
51fde1cbf954b6f67283ad945525e8c6b5197fb9,0,23,8,7,0,0,0,0,0,4,4,0,0,3,3,3,1,0,0,0,0,0,35,12,12,8,1,0,0,0,1,0,0
3ca4fea5786430130f25d180440f765e96ac9c74,0,7,2,2,1,1,1,1,1,6,6,0,0,2,2,2,0,0,0,0,0,0,18,8,8,4,1,0,0,2,2,0,0
e92a38af90d12e51390b4307ccbe0c24ac7b6b4e,1,547,137,77,9,9,9,9,9,141,141,10,10,45,45,44,17,10,10,10,6,5,824,265,173,77,28,1,4,4,47,6,6
2585c9f3ff750b8e551f261412625aef0e7d4a4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,4,1,0,0,1,0,0,0
60ce8d7c549ef90cd6aaa9297bf31aeb3dd3417e,0,2,1,1,1,1,1,1,1,4,4,0,0,1,1,1,0,0,0,0,0,0,9,3,2,1,0,0,0,1,0,0,0
75e69c5198c02e6635eed274b03ea759ef1c4818,0,4,1,1,1,1,1,1,1,2,2,0,0,2,2,2,1,0,0,2,0,0,11,3,2,0,2,0,0,0,0,0,0
001a3ca55b30656e0e42f612d927a7923f5370e9,1,70,13,10,4,4,4,4,4,58,58,3,3,13,13,13,12,3,3,6,2,2,171,35,17,15,22,0,1,1,28,3,3
e152575f5ea5ea798ca989c852afb763189dee60,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,2,1,0,0,0,0,0,0,0
d87ffa4bf82c30e9a6f0bbb6b8c0087a5c07f9d6,1,53,6,6,3,3,3,3,3,51,51,0,0,14,14,14,4,0,0,2,1,1,104,16,13,11,6,0,1,5,25,0,0
5650939a8d41b7bad584947a2c9dcedf3774b8de,1,163,35,19,7,7,7,7,7,62,62,8,8,16,16,16,4,8,8,6,3,3,293,79,43,38,8,0,1,7,16,0,0
dce5964d8a19c288b34b7671bcfeb2844d83d882,1,2,0,0,0,0,0,0,0,7,7,0,0,3,3,3,0,0,0,1,1,1,11,2,1,0,1,0,0,0,1,0,0
a81ebce804947685b86b50f7525335120fde38b4,1,224,35,17,3,3,3,3,3,84,84,7,7,33,33,33,12,7,7,8,3,3,321,59,48,38,24,1,0,4,39,3,2
64b86331c29d074fa7b257d65d3fda3b662bf96a,1,172,36,15,3,3,3,3,3,50,50,3,3,20,19,19,10,3,3,14,0,0,326,68,21,17,56,1,2,0,19,2,2
e2c41af5017f67c279df239a1b99a00c4c4cf9b0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,6,4,0,0,0,0,0,0,0,0
71ca2a84bad2495eff3b0b15dc445f3f013ea4af,1,474,60,22,11,11,11,11,11,220,220,5,5,72,72,72,45,5,5,37,27,27,762,107,86,84,76,1,5,16,81,27,27
f57e0177ffd3f367de81bdf7f2ad67ad0f94264a,1,2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,5,3,1,0,0,0,0,0,0,0,0
b0db06bad568b7eedf528379a2fe5ac935992d56,0,20,3,3,0,0,0,0,0,7,7,0,0,2,2,2,2,0,0,1,0,0,32,5,3,2,3,0,0,0,3,1,1
b9c9cddff7cef08e8b0433a203771e48e662e7b1,0,8,4,4,0,0,0,0,0,5,5,0,0,3,3,3,1,0,0,0,0,0,14,8,4,3,1,0,2,0,3,0,0
acb185b2dc7522e6a4fa55d54e82910736668f8d,1,60,8,6,8,8,7,7,7,17,17,0,0,12,12,12,1,0,0,1,3,3,121,46,21,3,1,0,2,1,0,0,0
e30cc70fddcdd6fddb5eedf9f38e77fcb3f33bd1,1,1897,306,143,35,35,35,35,35,773,773,40,40,262,262,262,90,40,40,27,38,38,2898,495,307,265,193,3,2,19,286,11,9
3ba4e73a9052b94d0d878fcd2fdd5f050232a41d,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1,3,1,1,0,1,0,0,0,0,0,0
43c2b2320dcf344c42086ceb782e0fc53c439952,0,24,4,2,1,1,1,1,1,25,25,6,6,7,7,7,3,6,6,1,1,1,49,8,5,1,3,0,0,0,5,1,1
e2521b2a8baabdaf43b92192588f51e042d21e97,0,9,3,3,0,0,0,0,0,10,10,0,0,5,4,4,0,0,0,0,0,0,30,16,4,0,4,0,1,0,4,0,0
571264bcc007a3d853f678dd7ac5b529644e938d,0,109,69,1,1,1,1,1,1,16,16,3,3,9,9,9,0,3,3,1,0,0,126,73,67,65,2,0,0,0,3,0,0
fbdd2c0ee88d7e52ede525ce9cd3024dbc2fea00,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,1,0,2,0,1,0,0,0,0
74b609cf884d8a545b90d2e0293182a86e5b778d,0,26,3,2,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,33,4,2,1,2,0,0,0,0,0,0
8cd2942e354687b6f655ef831d5d525d63dd46a8,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,1,0,0,0,0
a5402f68631768bae57d923613211128de077982,0,4,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,9,6,3,1,0,0,0,0,0,0,0
